TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Sender Account,Receiver Account,Sender Country,Receiver Country,Sender Currency,Receiver Currency,Account Status,Invalid Pin Status,Invalid pin retry limits,Invalid pin retry count
TX001080,AC00702,2614.96,06/02/2024 13:44,Withdrawal,Seattle,D000137,66.244.245.231,M009,Mobile,19,Teacher,93,4,12439.91,22/02/2023 15:27,SA003696,RA001913,Australia,Australia,AUD,USD,Active,Valid,3,0
TX001081,AC00165,2917.69,23/10/2023 08:53,Withdrawal,Raleigh,D000205,88.17.129.130,M002,ATM,68,Doctor,32,4,1973.86,NaN/NaN/NaN NaN:NaN,SA006260,RA001982,USA,UK,GBP,CAD,Suspended,Valid,3,0
TX001082,AC00683,1351.36,10/09/2024 04:53,Credit,Austin,D000654,30.190.112.138,M066,Online,72,Manager,33,3,12109.52,25/08/2024 17:46,SA003740,RA005784,USA,Spain,EUR,AUD,Inactive,Invalid,3,2
TX001083,AC00399,4981.68,15/05/2023 15:10,Credit,Chicago,D000403,245.97.143.103,M043,Mobile,20,Student,103,3,11641.60,NaN/NaN/NaN NaN:NaN,SA009285,RA005290,France,Germany,USD,GBP,Suspended,Valid,3,1
TX001084,AC00890,6.21,12/04/2023 01:48,Withdrawal,Seattle,D000628,239.91.254.57,M043,Online,52,Sales,157,1,7083.67,24/07/2023 02:27,SA002686,RA005744,Netherlands,UK,EUR,USD,Inactive,Invalid,3,3
TX001085,AC00747,576.67,26/11/2024 07:01,Credit,Dallas,D000696,184.104.122.43,M001,POS,47,Analyst,10,1,37924.06,NaN/NaN/NaN NaN:NaN,SA004025,RA004169,Germany,Italy,GBP,CAD,Inactive,Valid,3,1
TX001086,AC00708,97.45,20/08/2024 23:28,Withdrawal,San Diego,D000085,117.237.147.149,M033,Online,45,Sales,71,3,43548.56,NaN/NaN/NaN NaN:NaN,SA000138,RA006517,Spain,France,EUR,AUD,Active,Invalid,3,2
TX001087,AC00110,3674.92,17/12/2024 03:42,Debit,Raleigh,D000268,189.6.188.138,M002,Online,44,Sales,85,3,24260.61,NaN/NaN/NaN NaN:NaN,SA001662,RA002491,Australia,France,GBP,AUD,Flagged,Valid,3,0
TX001088,AC00935,1745.86,21/04/2024 14:47,Credit,Phoenix,D000725,9.210.240.29,M009,Online,58,Student,182,5,23752.72,NaN/NaN/NaN NaN:NaN,SA000753,RA002727,Netherlands,Spain,GBP,EUR,Active,Locked,3,2
TX001089,AC00912,2650.35,21/12/2024 21:10,Withdrawal,Dallas,D000805,130.220.6.130,M025,Branch,63,Developer,120,2,15727.76,NaN/NaN/NaN NaN:NaN,SA001074,RA007581,Belgium,France,EUR,USD,Active,Locked,3,0
TX001090,AC00209,621.42,08/06/2024 20:08,Withdrawal,Houston,D000930,4.249.139.81,M046,Mobile,42,Designer,111,5,31060.92,25/12/2023 13:40,SA000569,RA003042,Germany,Germany,USD,EUR,Flagged,Locked,3,0
TX001091,AC00723,2533.65,17/01/2023 04:56,Credit,Dallas,D000878,19.64.148.73,M018,Mobile,34,Consultant,53,1,40301.01,NaN/NaN/NaN NaN:NaN,SA000527,RA006030,Germany,Australia,USD,USD,Suspended,Locked,3,1
TX001092,AC00552,3763.80,14/03/2023 14:57,Credit,New York,D000785,49.251.84.224,M053,Online,75,Sales,81,1,233.74,NaN/NaN/NaN NaN:NaN,SA000201,RA002003,Belgium,UK,GBP,GBP,Flagged,Locked,3,1
TX001093,AC00646,1106.15,25/12/2023 15:33,Credit,Raleigh,D000520,187.132.149.143,M024,ATM,42,Doctor,19,4,1396.05,NaN/NaN/NaN NaN:NaN,SA006972,RA006079,Germany,Italy,CAD,USD,Inactive,Valid,3,3
TX001094,AC00312,1497.36,26/08/2023 21:02,Debit,New York,D000547,108.46.134.123,M025,POS,65,Lawyer,83,2,3324.24,NaN/NaN/NaN NaN:NaN,SA006058,RA008215,France,Canada,AUD,EUR,Inactive,Valid,3,1
TX001095,AC00957,103.37,22/10/2024 02:00,Credit,Atlanta,D000180,113.235.64.163,M085,Online,77,Teacher,83,1,41743.56,NaN/NaN/NaN NaN:NaN,SA008785,RA004166,France,Italy,USD,CAD,Inactive,Locked,3,3
TX001096,AC00335,1854.24,24/04/2024 23:37,Credit,Los Angeles,D000935,47.122.125.214,M084,Mobile,56,Nurse,73,4,12830.67,NaN/NaN/NaN NaN:NaN,SA003080,RA004760,Belgium,Italy,EUR,GBP,Flagged,Locked,3,3
TX001097,AC00572,663.22,17/06/2023 19:48,Transfer,Dallas,D000082,93.45.198.240,M002,ATM,28,Consultant,96,2,20961.54,NaN/NaN/NaN NaN:NaN,SA004670,RA003650,Canada,Belgium,EUR,USD,Flagged,Valid,3,0
TX001098,AC00122,2104.60,22/08/2024 19:45,Transfer,Austin,D000951,36.74.102.126,M055,Mobile,47,Manager,78,1,18278.96,NaN/NaN/NaN NaN:NaN,SA003867,RA001849,USA,Canada,GBP,GBP,Inactive,Invalid,3,1
TX001099,AC00492,4401.56,14/03/2023 03:22,Withdrawal,Houston,D000774,126.191.245.142,M078,Online,54,Accountant,60,2,44805.05,NaN/NaN/NaN NaN:NaN,SA002147,RA001523,Germany,UK,USD,GBP,Flagged,Valid,3,3
TX001100,AC00169,123.78,13/10/2024 12:43,Transfer,Dallas,D000538,154.219.255.179,M007,Online,68,Teacher,180,5,13269.07,NaN/NaN/NaN NaN:NaN,SA007249,RA000382,Netherlands,Belgium,USD,CAD,Suspended,Valid,3,0
TX001101,AC00145,2271.59,29/03/2023 09:58,Debit,Atlanta,D000577,82.107.31.44,M095,POS,23,Lawyer,100,3,46534.22,NaN/NaN/NaN NaN:NaN,SA001467,RA005653,UK,Germany,CAD,GBP,Active,Invalid,3,0
TX001102,AC00307,3406.71,20/08/2023 01:24,Credit,Raleigh,D000417,186.123.234.57,M086,POS,28,Lawyer,136,3,46401.86,NaN/NaN/NaN NaN:NaN,SA009092,RA004257,France,Australia,USD,CAD,Active,Invalid,3,1
TX001103,AC00366,3581.72,06/11/2023 14:42,Credit,San Diego,D000901,72.154.87.124,M050,ATM,50,Accountant,166,5,35869.62,17/01/2023 01:25,SA002253,RA004391,Italy,USA,USD,EUR,Suspended,Invalid,3,3
TX001104,AC00656,3909.59,01/01/2023 10:29,Transfer,Seattle,D000543,181.157.219.82,M004,POS,62,Teacher,78,1,39233.62,01/01/2023 10:17,SA004398,RA009257,Netherlands,Spain,GBP,USD,Inactive,Locked,3,2
TX001105,AC00557,950.10,17/03/2024 17:12,Transfer,Denver,D000014,215.27.189.41,M067,POS,19,Student,102,1,41977.04,NaN/NaN/NaN NaN:NaN,SA004091,RA000381,France,Spain,USD,AUD,Suspended,Locked,3,2
TX001106,AC00436,4321.14,25/07/2024 08:00,Debit,New York,D000645,92.243.103.6,M042,POS,67,Consultant,26,4,18460.42,NaN/NaN/NaN NaN:NaN,SA008771,RA004324,UK,Italy,CAD,USD,Suspended,Invalid,3,3
TX001107,AC00013,3536.31,27/10/2024 11:07,Withdrawal,San Diego,D000776,206.54.184.14,M021,Mobile,60,Teacher,67,3,15856.72,NaN/NaN/NaN NaN:NaN,SA000973,RA006342,Spain,Spain,AUD,GBP,Flagged,Valid,3,1
TX001108,AC00950,1753.27,13/06/2023 01:07,Withdrawal,Atlanta,D000382,242.77.232.38,M029,POS,19,Architect,77,5,21062.96,NaN/NaN/NaN NaN:NaN,SA003029,RA005909,USA,UK,GBP,GBP,Suspended,Locked,3,2
TX001109,AC00420,973.14,04/10/2024 01:33,Withdrawal,Denver,D000768,54.68.140.248,M082,Mobile,23,Manager,50,2,45457.80,25/06/2023 03:07,SA000717,RA009481,Netherlands,Italy,GBP,CAD,Active,Locked,3,0
TX001110,AC00707,4878.39,28/08/2023 08:20,Withdrawal,Seattle,D000449,46.80.90.108,M098,Branch,33,Sales,141,2,43294.78,NaN/NaN/NaN NaN:NaN,SA008760,RA006715,Belgium,Belgium,AUD,GBP,Suspended,Valid,3,0
TX001111,AC00991,1885.00,02/10/2024 04:59,Withdrawal,Dallas,D000837,125.201.210.60,M100,Online,67,Designer,77,1,11651.77,04/01/2024 19:06,SA005004,RA001858,Germany,USA,AUD,AUD,Inactive,Valid,3,1
TX001112,AC00778,1459.66,25/04/2023 13:15,Credit,Phoenix,D000862,102.84.207.236,M059,ATM,71,Engineer,76,2,42626.54,NaN/NaN/NaN NaN:NaN,SA006959,RA000398,Spain,Canada,AUD,EUR,Flagged,Invalid,3,2
TX001113,AC00506,123.61,11/10/2023 06:00,Transfer,Miami,D000514,63.170.20.90,M070,Mobile,55,Doctor,85,5,18124.20,26/10/2023 12:23,SA000073,RA007260,Australia,Germany,USD,EUR,Suspended,Locked,3,2
TX001114,AC00685,2432.17,07/12/2024 20:20,Withdrawal,Dallas,D000253,40.44.182.253,M021,ATM,76,Doctor,156,2,18367.83,18/04/2024 19:24,SA009612,RA006319,Belgium,Netherlands,CAD,EUR,Suspended,Locked,3,2
TX001115,AC00470,4466.49,01/03/2024 06:10,Withdrawal,Phoenix,D000149,115.218.34.246,M065,Online,41,Designer,133,1,11587.85,16/03/2023 08:31,SA002531,RA007673,UK,UK,EUR,EUR,Inactive,Invalid,3,0
TX001116,AC00623,1375.96,22/12/2024 07:46,Withdrawal,Austin,D000488,59.109.221.75,M074,ATM,28,Consultant,107,2,6091.54,NaN/NaN/NaN NaN:NaN,SA002561,RA002002,Germany,Spain,USD,AUD,Flagged,Locked,3,3
TX001117,AC00236,3918.06,03/10/2023 13:02,Credit,Los Angeles,D000976,158.136.183.185,M096,Branch,67,Analyst,158,4,11542.33,01/02/2023 20:07,SA009154,RA001085,UK,Canada,CAD,USD,Flagged,Invalid,3,1
TX001118,AC00160,3053.10,15/06/2023 23:23,Withdrawal,Raleigh,D000837,95.203.15.63,M030,Branch,46,Analyst,87,1,42758.56,NaN/NaN/NaN NaN:NaN,SA005302,RA000641,Germany,Canada,EUR,EUR,Active,Invalid,3,1
TX001119,AC00303,2985.02,30/07/2024 06:01,Credit,San Diego,D000628,170.122.27.193,M013,ATM,44,Teacher,114,5,15815.92,NaN/NaN/NaN NaN:NaN,SA005225,RA007487,Germany,Italy,CAD,CAD,Suspended,Locked,3,2
TX001120,AC00527,2152.98,02/03/2023 11:06,Credit,Mesa,D000440,85.198.211.192,M033,Online,25,Accountant,22,2,35978.53,12/01/2023 23:28,SA001531,RA009195,Netherlands,Canada,USD,GBP,Inactive,Invalid,3,3
TX001121,AC00506,3782.04,30/05/2024 19:11,Transfer,Phoenix,D000560,75.110.137.150,M042,Online,57,Doctor,110,1,24370.09,NaN/NaN/NaN NaN:NaN,SA005127,RA001822,USA,Australia,EUR,USD,Inactive,Invalid,3,2
TX001122,AC00509,3968.21,28/11/2023 21:38,Transfer,Denver,D000867,59.156.92.25,M025,Mobile,44,Lawyer,72,5,39039.97,NaN/NaN/NaN NaN:NaN,SA001944,RA000952,Spain,Germany,CAD,AUD,Flagged,Locked,3,3
TX001123,AC00178,4800.50,08/05/2023 08:00,Withdrawal,Atlanta,D000001,50.58.65.0,M033,Online,63,Consultant,92,2,21307.13,27/01/2023 19:22,SA002965,RA001597,Italy,Germany,CAD,GBP,Inactive,Valid,3,3
TX001124,AC00509,834.03,04/09/2023 17:10,Credit,Phoenix,D000881,20.124.134.164,M083,POS,24,Manager,104,1,1549.68,17/02/2023 13:53,SA004389,RA007393,Germany,Germany,AUD,USD,Active,Valid,3,3
TX001125,AC00880,4275.86,19/07/2023 04:38,Debit,Seattle,D000881,77.242.30.163,M096,POS,66,Analyst,88,1,20723.37,NaN/NaN/NaN NaN:NaN,SA001933,RA007626,France,USA,GBP,GBP,Active,Locked,3,2
TX001126,AC00101,3254.77,29/03/2023 16:11,Debit,Boston,D000535,146.238.72.134,M049,POS,28,Manager,97,3,46308.01,NaN/NaN/NaN NaN:NaN,SA000068,RA004074,Australia,France,CAD,GBP,Inactive,Valid,3,0
TX001127,AC00116,3137.70,28/09/2023 13:41,Withdrawal,Denver,D000792,106.207.193.214,M068,ATM,58,Nurse,77,2,45016.57,NaN/NaN/NaN NaN:NaN,SA008188,RA005160,Italy,UK,AUD,CAD,Suspended,Valid,3,3
TX001128,AC00681,2969.31,31/07/2023 05:31,Debit,Chicago,D000966,127.104.183.75,M070,Branch,66,Developer,72,5,19711.40,NaN/NaN/NaN NaN:NaN,SA002892,RA003133,UK,Germany,CAD,USD,Active,Valid,3,3
TX001129,AC00532,1241.55,21/12/2024 07:50,Transfer,Denver,D000070,79.17.83.195,M034,ATM,73,Student,135,1,39597.59,NaN/NaN/NaN NaN:NaN,SA003562,RA001940,USA,Spain,CAD,EUR,Inactive,Invalid,3,0
TX001130,AC00388,2319.46,07/12/2023 00:16,Transfer,New York,D000262,19.17.23.129,M032,POS,75,Doctor,146,5,10584.87,24/02/2023 13:36,SA002870,RA008156,Spain,Germany,AUD,CAD,Inactive,Locked,3,0
TX001131,AC00613,4763.96,07/11/2024 22:20,Withdrawal,Los Angeles,D000905,183.11.95.22,M086,Mobile,70,Manager,62,5,46796.83,24/06/2024 06:08,SA001249,RA007209,Spain,Australia,GBP,USD,Suspended,Locked,3,3
TX001132,AC00438,283.58,23/12/2023 22:38,Credit,Dallas,D000160,238.41.57.4,M027,Online,68,Analyst,86,5,9621.85,NaN/NaN/NaN NaN:NaN,SA000060,RA008924,Germany,USA,GBP,GBP,Inactive,Valid,3,1
TX001133,AC00981,508.16,08/09/2024 13:32,Transfer,Los Angeles,D000359,39.223.214.178,M006,Branch,50,Architect,81,4,27231.02,15/04/2024 12:34,SA004805,RA003434,Canada,Spain,GBP,GBP,Flagged,Locked,3,0
TX001134,AC00588,1301.24,03/05/2023 06:53,Credit,Chicago,D000576,218.246.227.133,M081,Online,32,Architect,185,2,46280.62,10/01/2023 12:09,SA005837,RA009357,UK,Netherlands,CAD,AUD,Inactive,Locked,3,3
TX001135,AC00894,107.55,07/05/2024 22:09,Debit,Atlanta,D000397,75.109.210.142,M028,POS,19,Analyst,34,5,254.48,03/12/2023 03:45,SA008083,RA008363,Belgium,Italy,EUR,GBP,Inactive,Locked,3,0
TX001136,AC00984,3877.20,16/03/2024 20:31,Debit,Denver,D000371,59.47.179.223,M009,ATM,55,Sales,85,4,7676.03,NaN/NaN/NaN NaN:NaN,SA008872,RA005466,Belgium,France,CAD,AUD,Suspended,Invalid,3,2
TX001137,AC00940,3872.09,18/03/2023 05:32,Credit,Dallas,D000322,53.225.127.186,M008,ATM,20,Engineer,145,1,1495.49,NaN/NaN/NaN NaN:NaN,SA006559,RA003548,UK,Belgium,CAD,USD,Inactive,Valid,3,0
TX001138,AC00808,3937.18,16/06/2023 16:11,Withdrawal,San Diego,D000820,12.48.154.111,M091,Branch,51,Engineer,124,1,23138.86,NaN/NaN/NaN NaN:NaN,SA002459,RA003094,Spain,Australia,EUR,GBP,Inactive,Locked,3,1
TX001139,AC00425,4098.87,29/03/2023 00:13,Credit,New York,D000126,247.91.168.44,M093,Online,55,Accountant,141,5,12625.68,NaN/NaN/NaN NaN:NaN,SA002932,RA006221,UK,Italy,CAD,USD,Flagged,Valid,3,1
TX001140,AC00004,690.61,03/11/2023 03:31,Credit,Atlanta,D000357,45.121.21.238,M086,Mobile,74,Designer,71,1,49842.24,11/01/2023 21:50,SA005366,RA001479,Belgium,Netherlands,EUR,EUR,Flagged,Invalid,3,2
TX001141,AC00855,1664.96,10/09/2023 16:44,Transfer,Miami,D000222,192.73.55.227,M005,Branch,25,Accountant,115,3,36046.95,28/05/2023 10:46,SA008339,RA002908,Canada,Italy,GBP,CAD,Flagged,Locked,3,2
TX001142,AC00824,2575.99,26/10/2023 11:10,Withdrawal,Austin,D000726,117.206.113.23,M088,POS,28,Developer,35,3,37703.57,NaN/NaN/NaN NaN:NaN,SA000006,RA003337,USA,Belgium,GBP,GBP,Flagged,Invalid,3,0
TX001143,AC00449,2661.20,25/04/2024 18:34,Debit,Raleigh,D000526,66.135.157.105,M009,Branch,72,Lawyer,13,5,6968.45,NaN/NaN/NaN NaN:NaN,SA009510,RA005757,Canada,Spain,CAD,CAD,Flagged,Locked,3,0
TX001144,AC00045,3240.07,15/06/2023 10:49,Debit,Seattle,D000501,189.114.130.188,M064,Mobile,37,Developer,115,2,3558.48,NaN/NaN/NaN NaN:NaN,SA007250,RA008773,Australia,USA,EUR,EUR,Flagged,Locked,3,2
TX001145,AC00099,2309.79,28/01/2023 23:30,Withdrawal,Los Angeles,D000489,146.158.191.215,M021,Online,34,Consultant,185,4,7666.00,NaN/NaN/NaN NaN:NaN,SA008605,RA000241,USA,Canada,EUR,GBP,Suspended,Locked,3,0
TX001146,AC00380,2887.35,17/09/2024 12:58,Debit,Denver,D000616,86.203.88.225,M013,Online,40,Developer,159,4,47583.47,NaN/NaN/NaN NaN:NaN,SA004519,RA004553,Australia,Belgium,GBP,USD,Active,Valid,3,2
TX001147,AC00398,369.45,25/12/2023 04:33,Debit,Boston,D000187,168.20.185.75,M083,Online,36,Doctor,52,2,26554.83,NaN/NaN/NaN NaN:NaN,SA007752,RA004505,Germany,UK,CAD,AUD,Flagged,Locked,3,0
TX001148,AC00463,188.64,19/01/2024 13:22,Withdrawal,Chicago,D000488,114.96.134.186,M015,Online,53,Teacher,50,3,4209.35,NaN/NaN/NaN NaN:NaN,SA008039,RA005873,UK,Italy,EUR,USD,Inactive,Valid,3,3
TX001149,AC00800,1883.16,09/05/2023 16:07,Withdrawal,Atlanta,D000402,37.29.158.190,M045,Online,25,Nurse,165,4,49956.87,21/08/2023 11:39,SA003982,RA005298,Netherlands,USA,AUD,GBP,Flagged,Locked,3,0
TX001150,AC00899,42.45,08/11/2023 00:31,Credit,Los Angeles,D000120,49.189.146.64,M082,Online,74,Developer,24,3,28037.17,07/02/2023 01:36,SA007903,RA008800,USA,UK,CAD,EUR,Suspended,Locked,3,3
TX001151,AC00946,3794.51,15/02/2023 22:13,Withdrawal,Raleigh,D000071,232.25.82.69,M075,POS,69,Student,27,5,15685.72,NaN/NaN/NaN NaN:NaN,SA005533,RA009630,UK,UK,CAD,GBP,Suspended,Valid,3,0
TX001152,AC00138,520.65,04/06/2023 20:20,Debit,San Diego,D000076,192.77.220.151,M087,Branch,66,Lawyer,60,2,43122.03,17/01/2023 14:59,SA001539,RA008420,Canada,USA,USD,CAD,Inactive,Locked,3,3
TX001153,AC00337,353.31,06/10/2024 13:35,Withdrawal,Seattle,D000728,180.204.118.193,M069,Mobile,26,Lawyer,79,3,25021.13,18/10/2023 08:41,SA006318,RA005643,UK,Germany,CAD,EUR,Inactive,Invalid,3,1
TX001154,AC00133,1557.20,17/02/2024 10:41,Debit,Atlanta,D000705,210.189.233.218,M079,Online,60,Lawyer,170,3,39950.26,NaN/NaN/NaN NaN:NaN,SA001857,RA000445,Italy,Germany,EUR,USD,Flagged,Invalid,3,2
TX001155,AC00798,57.13,09/02/2023 17:22,Withdrawal,Austin,D000580,115.93.22.231,M037,Mobile,34,Doctor,46,1,14509.60,27/04/2023 13:18,SA004914,RA001141,Spain,Canada,EUR,CAD,Flagged,Locked,3,2
TX001156,AC00886,3329.18,20/05/2023 20:27,Debit,Dallas,D000620,144.201.138.110,M095,Online,27,Manager,74,5,14176.99,NaN/NaN/NaN NaN:NaN,SA001760,RA000424,Belgium,Australia,CAD,AUD,Inactive,Valid,3,0
TX001157,AC00565,4465.49,12/10/2024 19:07,Transfer,Mesa,D000434,33.195.73.146,M064,Online,60,Accountant,151,5,7608.06,13/03/2023 16:16,SA001209,RA003322,USA,Australia,USD,USD,Flagged,Locked,3,0
TX001158,AC00037,174.93,05/06/2023 05:15,Transfer,Austin,D000827,89.180.222.170,M014,POS,67,Nurse,87,5,49473.96,27/04/2023 02:05,SA005143,RA006676,Italy,Netherlands,GBP,EUR,Active,Invalid,3,1
TX001159,AC00927,2097.42,25/08/2023 12:24,Credit,San Diego,D000653,14.34.57.68,M041,Mobile,21,Student,40,4,4197.57,NaN/NaN/NaN NaN:NaN,SA009935,RA006066,Italy,USA,EUR,USD,Inactive,Valid,3,1
TX001160,AC00286,1449.77,08/03/2023 22:08,Debit,Atlanta,D000704,228.82.138.24,M033,ATM,18,Student,67,3,44294.96,03/08/2023 06:01,SA002558,RA004147,Germany,Germany,GBP,GBP,Flagged,Valid,3,0
TX001161,AC00137,316.31,20/05/2023 08:41,Withdrawal,Dallas,D000497,32.69.126.107,M002,Branch,72,Lawyer,119,2,6470.34,NaN/NaN/NaN NaN:NaN,SA000670,RA002972,UK,UK,AUD,USD,Suspended,Locked,3,2
TX001162,AC00212,3764.27,24/07/2024 19:50,Debit,Boston,D000186,170.63.234.11,M052,Mobile,19,Accountant,13,1,13039.21,NaN/NaN/NaN NaN:NaN,SA005682,RA006603,Germany,Germany,GBP,EUR,Suspended,Invalid,3,2
TX001163,AC00630,1855.26,29/06/2023 16:10,Debit,Seattle,D000348,170.182.196.133,M025,Branch,26,Consultant,103,5,18152.44,NaN/NaN/NaN NaN:NaN,SA001989,RA003362,UK,USA,AUD,GBP,Flagged,Invalid,3,1
TX001164,AC00774,1193.78,21/10/2023 11:51,Debit,Mesa,D000260,151.18.42.47,M054,ATM,53,Analyst,68,4,37378.89,NaN/NaN/NaN NaN:NaN,SA001611,RA005193,Netherlands,Spain,CAD,USD,Inactive,Valid,3,0
TX001165,AC00995,1540.77,05/06/2024 09:34,Debit,Dallas,D000475,70.180.1.219,M017,Online,74,Student,19,2,38756.22,20/01/2024 07:57,SA000876,RA003203,Italy,Belgium,AUD,EUR,Active,Invalid,3,0
TX001166,AC00296,579.12,14/06/2023 20:07,Debit,Mesa,D000842,235.181.205.10,M036,Mobile,33,Accountant,25,1,22562.62,NaN/NaN/NaN NaN:NaN,SA003273,RA009305,Netherlands,Spain,CAD,CAD,Active,Locked,3,1
TX001167,AC00482,780.56,07/01/2024 16:29,Credit,Seattle,D000752,84.134.207.62,M055,ATM,30,Analyst,141,5,23838.79,14/12/2023 09:04,SA003350,RA003153,Netherlands,France,USD,EUR,Suspended,Valid,3,1
TX001168,AC00212,2849.18,09/04/2024 19:58,Withdrawal,Atlanta,D000408,245.88.222.185,M029,Mobile,75,Manager,113,3,18765.23,04/04/2023 17:06,SA009886,RA005797,Spain,Canada,EUR,EUR,Inactive,Valid,3,1
TX001169,AC00511,3344.51,29/03/2024 06:29,Credit,Phoenix,D000640,14.252.4.167,M015,Mobile,49,Nurse,73,1,49444.98,NaN/NaN/NaN NaN:NaN,SA001733,RA001400,Spain,Belgium,CAD,CAD,Suspended,Invalid,3,1
TX001170,AC00380,1132.43,10/06/2023 17:40,Debit,New York,D000711,167.226.112.120,M004,Online,38,Doctor,45,3,24238.83,14/04/2023 22:34,SA009262,RA006773,UK,Germany,AUD,EUR,Suspended,Locked,3,0
TX001171,AC00873,4742.57,19/08/2024 08:52,Withdrawal,Los Angeles,D000746,112.18.215.70,M024,ATM,46,Student,100,1,35213.42,NaN/NaN/NaN NaN:NaN,SA008696,RA001110,Belgium,Spain,GBP,EUR,Inactive,Invalid,3,3
TX001172,AC00741,4780.67,16/06/2023 02:57,Credit,Mesa,D000499,82.92.99.124,M050,Mobile,31,Manager,96,4,11203.67,NaN/NaN/NaN NaN:NaN,SA009871,RA001806,France,Australia,GBP,EUR,Suspended,Valid,3,2
TX001173,AC00601,2044.12,24/09/2024 21:44,Credit,Denver,D000084,83.12.46.198,M022,Mobile,18,Manager,150,3,11056.31,NaN/NaN/NaN NaN:NaN,SA006984,RA007283,USA,Germany,CAD,CAD,Active,Valid,3,3
TX001174,AC00753,4864.20,16/03/2024 07:50,Credit,Raleigh,D000651,51.242.166.115,M100,POS,71,Nurse,110,1,9081.54,NaN/NaN/NaN NaN:NaN,SA009094,RA009528,Netherlands,Belgium,EUR,EUR,Suspended,Locked,3,2
TX001175,AC00573,664.05,31/12/2023 18:19,Debit,Raleigh,D000972,234.158.123.63,M032,Mobile,24,Engineer,161,1,10190.65,NaN/NaN/NaN NaN:NaN,SA003376,RA004992,Australia,Italy,EUR,GBP,Suspended,Locked,3,0
TX001176,AC00289,2788.29,28/08/2024 12:45,Transfer,Austin,D000628,101.74.70.51,M054,ATM,24,Teacher,186,5,21912.36,NaN/NaN/NaN NaN:NaN,SA005883,RA003970,Germany,Australia,AUD,USD,Flagged,Locked,3,1
TX001177,AC00242,3537.02,23/09/2023 23:08,Transfer,New York,D000239,86.65.225.72,M041,Mobile,26,Engineer,58,2,4863.59,NaN/NaN/NaN NaN:NaN,SA001907,RA008323,Germany,USA,USD,EUR,Active,Locked,3,0
TX001178,AC00837,1413.21,05/12/2024 15:40,Withdrawal,Raleigh,D000020,44.161.11.219,M059,Branch,57,Consultant,58,2,1148.21,02/03/2024 15:57,SA009260,RA007114,France,Belgium,AUD,CAD,Active,Valid,3,2
TX001179,AC00343,696.15,04/12/2023 15:13,Withdrawal,Mesa,D000084,201.110.8.181,M022,Online,37,Consultant,34,2,32992.71,12/01/2023 21:12,SA000767,RA002614,France,Italy,EUR,GBP,Flagged,Valid,3,1
TX001180,AC00299,213.17,13/10/2023 17:38,Debit,Raleigh,D000317,65.172.52.251,M087,Online,74,Student,169,1,41202.92,NaN/NaN/NaN NaN:NaN,SA003047,RA009683,USA,Australia,GBP,GBP,Inactive,Locked,3,1
TX001181,AC00017,4762.27,01/10/2023 17:24,Credit,Mesa,D000816,207.86.32.42,M021,Mobile,66,Accountant,32,3,11437.59,03/01/2023 03:07,SA008172,RA006286,Canada,Italy,CAD,AUD,Inactive,Valid,3,3
TX001182,AC00268,3908.49,11/08/2024 08:48,Debit,San Diego,D000059,249.247.33.223,M058,POS,58,Nurse,121,5,46170.95,19/03/2023 03:42,SA008230,RA003300,Spain,France,GBP,GBP,Flagged,Invalid,3,2
TX001183,AC00585,4917.58,04/12/2023 14:58,Credit,Atlanta,D000421,89.164.10.193,M011,Online,40,Accountant,58,1,18899.30,06/01/2023 17:05,SA004539,RA000530,Italy,UK,AUD,USD,Flagged,Invalid,3,2
TX001184,AC00797,2433.02,30/12/2023 19:55,Withdrawal,Chicago,D000923,216.73.221.4,M039,Online,30,Sales,133,3,39683.93,NaN/NaN/NaN NaN:NaN,SA000185,RA009312,USA,Australia,GBP,EUR,Suspended,Invalid,3,2
TX001185,AC00196,2328.98,07/07/2024 23:46,Transfer,Austin,D000405,16.167.87.187,M092,POS,73,Accountant,18,2,4970.04,05/04/2023 00:44,SA004232,RA001172,UK,Germany,GBP,AUD,Suspended,Invalid,3,3
TX001186,AC00826,1321.28,23/11/2024 18:07,Transfer,Raleigh,D000458,208.166.47.22,M087,POS,62,Student,42,2,15961.11,NaN/NaN/NaN NaN:NaN,SA001239,RA008374,Belgium,Netherlands,USD,EUR,Flagged,Invalid,3,1
TX001187,AC00284,3864.03,13/11/2023 15:36,Withdrawal,San Diego,D000014,165.1.47.121,M012,ATM,23,Lawyer,97,5,5835.25,NaN/NaN/NaN NaN:NaN,SA006705,RA006277,Germany,UK,CAD,CAD,Inactive,Locked,3,1
TX001188,AC00890,1656.00,11/10/2024 01:18,Credit,Raleigh,D000363,42.156.220.176,M026,Mobile,30,Lawyer,46,1,2664.38,12/10/2024 10:14,SA001911,RA004063,UK,France,AUD,EUR,Inactive,Locked,3,2
TX001189,AC00480,3003.70,02/05/2023 00:27,Debit,San Diego,D000019,166.88.210.27,M045,ATM,29,Lawyer,121,2,5563.80,04/01/2023 02:03,SA005020,RA008701,UK,Germany,USD,GBP,Inactive,Valid,3,0
TX001190,AC00942,1106.53,04/01/2024 00:55,Withdrawal,New York,D000559,45.56.6.168,M093,Branch,74,Developer,93,2,43398.56,18/04/2023 19:39,SA007201,RA003241,Netherlands,France,AUD,EUR,Inactive,Invalid,3,1
